"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SNX4",0.278047917024864,-0.183393784642446,0.161,0.19,1
"LPIN1",0.278150482481137,-0.201994282314626,0.176,0.202,1
"MAFF",0.278956447564442,-0.416041634943758,0.131,0.15,1
"SPATS2L",0.279919939775663,0.119659847133983,0.174,0.153,1
"BCKDHA",0.280533757193095,0.147241586478636,0.176,0.16,1
"TRAPPC10",0.280597899512702,-0.170723490194494,0.259,0.233,1
"SLC10A3",0.28091627844713,-0.118284634169627,0.141,0.117,1
"MRPL50",0.281873232808847,0.127417450797206,0.16,0.141,1
"SRRM2",0.281884741021783,-0.394977874963816,0.779,0.77,1
"PARP8",0.281951507479778,-0.309076171978707,0.158,0.184,1
"PAICS",0.282269842861331,0.131554632305645,0.145,0.126,1
"COA8",0.282448093536241,-0.375319146433195,0.17,0.199,1
"PPP1CB",0.282918597616284,-0.115948058594188,0.367,0.331,1
"TLK2",0.283128752973261,-0.130115109455045,0.153,0.132,1
"SDE2",0.283205326111325,-0.124395034969197,0.19,0.16,1
"FAM107B",0.28495637637451,-0.432057501721918,0.458,0.469,1
"SFMBT2",0.285941048882195,-0.154622131704571,0.174,0.147,1
"ARFGAP2",0.286128308971219,0.104268002231123,0.184,0.163,1
"RAPGEF2",0.286660164232878,-0.316686411581313,0.228,0.258,1
"RBM5",0.287486268805076,-0.294721312883131,0.261,0.224,1
"ORAI2",0.287488170879929,-0.172986551468968,0.258,0.291,1
"SERINC1",0.287755075043328,-0.193786292452416,0.465,0.426,1
"SLC35F5",0.287809444054329,-0.129786081657244,0.132,0.156,1
"UNC13D",0.28823945377168,-0.164197258792775,0.154,0.126,1
"PBX2",0.289288143418976,-0.119966284846785,0.154,0.181,1
"SLFN11",0.290265925070216,-0.215767469919349,0.233,0.199,1
"MTHFD2",0.291931230756011,-0.515464504010991,0.315,0.331,1
"PHF20L1",0.292461692168199,-0.502967158478704,0.296,0.255,1
"ACTN4",0.29266026404439,-0.56294387135605,0.379,0.39,1
"EIF4E3",0.293747546158246,-0.139314603752102,0.083,0.101,1
"RHBDF2",0.293873801570623,-0.132832521164746,0.199,0.172,1
"WRAP73",0.294458705266222,0.104616355056455,0.124,0.104,1
"PLCB2",0.294691766698111,-0.423347639456422,0.161,0.129,1
"SRM",0.294748378635726,0.132406879954597,0.386,0.359,1
"TMEM8A",0.295371620881659,-0.167622574115828,0.119,0.141,1
"BCL2L11",0.295425239233059,-0.117691767159724,0.195,0.169,1
"TUT7",0.295708472438819,-0.256846305483093,0.252,0.273,1
"KLHL28",0.295752127568697,0.113262983096448,0.145,0.129,1
"BTN3A2",0.297512533577063,-0.102816594255004,0.324,0.359,1
"RNF14",0.298009272282564,-0.216603389787254,0.103,0.123,1
"GMDS-DT",0.299154125643554,-0.233295120183776,0.144,0.166,1
"FDFT1",0.299416941688245,-0.120426101115838,0.296,0.261,1
"SNHG14",0.299484771891552,-0.132962779089343,0.185,0.163,1
"ERAP1",0.299813095043017,0.121679732504403,0.194,0.175,1
"LRRK1",0.300215553566488,-0.17679607906626,0.164,0.19,1
"SLC24A3",0.300286243121027,-0.123841625844889,0.116,0.092,1
"TSEN34",0.300639412502305,-0.111453389941748,0.271,0.248,1
