"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NR4A1",5.41638293819646e-25,-0.700847225184649,0.026,0.11,1.44222028495357e-20
"MARK3",5.64730256911583e-25,-0.424684835514499,0.144,0.325,1.50370725507847e-20
"CDK13",5.87955342131528e-25,-0.387159132846619,0.188,0.399,1.56554868949362e-20
"CTTN",6.78763527281945e-25,-0.47406468092032,0.067,0.192,1.80734364409363e-20
"TRMT11",7.73487998258011e-25,-0.377835679936637,0.056,0.175,2.05956649296161e-20
"NSF",8.62820329953472e-25,-0.415745761761675,0.047,0.155,2.29743169256711e-20
"ATF6B",1.13805164121278e-24,-0.3406654800043,0.043,0.148,3.03029010505728e-20
"ANKRD36C",1.55215890544246e-24,-0.628831060886903,0.117,0.276,4.13293351752164e-20
"CLUAP1",2.00953367296089e-24,-0.339034408371264,0.06,0.181,5.35078531099297e-20
"RGS11",2.02782632200182e-24,-0.341619629087063,0.039,0.139,5.39949314759424e-20
"FAM133B",2.03437862661688e-24,-0.470496213116426,0.12,0.282,5.41693996909278e-20
"RBM25",2.03925952162173e-24,-0.593273284448092,0.263,0.484,5.42993632822218e-20
"CKM",2.32916641533233e-24,1.04592598134978,0.451,0.268,6.20187141410538e-20
"AL683813.1",2.38469918070761e-24,-0.437777614278236,0.096,0.246,6.34973850847015e-20
"TTC17",2.97643558030187e-24,-0.440441432713042,0.096,0.244,7.92535501966978e-20
"GATAD1",3.58909705027829e-24,-0.462535530407405,0.196,0.401,9.55668871577601e-20
"RPS24",3.78027186674983e-24,0.921631272337859,0.511,0.338,1.00657298995948e-19
"MEIS2",3.9762416790276e-24,-0.358620805357235,0.08,0.218,1.05875387187468e-19
"AC004951.1",4.57306910720233e-24,-0.296421682048548,0.038,0.137,1.21767111117477e-19
"MYO15B",5.93006187403163e-24,-0.495139017011264,0.032,0.123,1.5789975751984e-19
"ZNF785",6.21619123653521e-24,-0.319565088138307,0.024,0.106,1.65518524055223e-19
"PILRB",6.55693889548585e-24,-0.602050835297755,0.056,0.169,1.74591611970102e-19
"BTAF1",6.70083155874574e-24,-0.507712177238615,0.064,0.185,1.78423041914723e-19
"PGAM2",9.96154341441527e-24,1.09721806321902,0.382,0.192,2.65246016495635e-19
"ZFC3H1",1.55723774072606e-23,-0.386368785592808,0.106,0.259,4.14645693223127e-19
"TOGARAM1",2.24020796839621e-23,-0.416522768795416,0.074,0.202,5.96500175744859e-19
"ABCC5",2.82425070072643e-23,-0.368683352652601,0.134,0.304,7.52013234082426e-19
"LPIN3",2.90340109685456e-23,-0.475355521568824,0.025,0.106,7.73088610059465e-19
"ARFGAP1",3.03740067552557e-23,-0.355731828893747,0.029,0.115,8.08768677872194e-19
"CSRP3",4.8727196341776e-23,0.974295472602274,0.486,0.319,1.29745905699247e-18
"TTLL7",5.2011742240093e-23,-0.420414139360991,0.103,0.252,1.38491666062696e-18
"DKK3",5.28110576796033e-23,1.11222854833771,0.481,0.341,1.4062000328348e-18
"NAA25",5.95202503615218e-23,-0.333809462964807,0.054,0.166,1.58484570637624e-18
"ARID4B",6.7357980455085e-23,-0.43842811951367,0.095,0.237,1.79354094557755e-18
"BSDC1",6.84579926327477e-23,-0.311065088516911,0.061,0.178,1.82283096983217e-18
"NDUFA13",7.13153944943362e-23,1.17050558651044,0.354,0.178,1.89891500920069e-18
"CWC25",7.9750218862068e-23,-0.395122369596903,0.035,0.126,2.12350907764028e-18
"AC009061.2",8.60956397240191e-23,-0.346629776891512,0.05,0.156,2.29246859893146e-18
"LINC00963",9.35187239462278e-23,-0.531331541941653,0.032,0.12,2.49012306251621e-18
"TSC2",9.98101844970792e-23,-0.351838735436721,0.051,0.158,2.65764578260373e-18
"PNISR",1.08941015143949e-22,-0.599975823868307,0.556,0.732,2.90077241023794e-18
"TMEM259",1.10607627839314e-22,-0.415698505275122,0.116,0.271,2.94514930647741e-18
"MOK",1.21035440185356e-22,-0.267729069974677,0.038,0.132,3.22281066581549e-18
"NHLRC3",1.25165015289579e-22,-0.214822185444819,0.092,0.235,3.33276886211562e-18
"MT-ND3",1.25518276452293e-22,0.42187566024034,0.95,0.945,3.3421751470952e-18
"CCZ1",1.26817006915488e-22,-0.358232330711623,0.031,0.118,3.3767564431387e-18
"PGPEP1",1.31726006877515e-22,-0.289689412548376,0.031,0.118,3.50746838512759e-18
"RPL30",1.42764371369311e-22,0.819555423973371,0.422,0.23,3.80138691645065e-18
"CARMIL1",1.71728350221139e-22,-0.446013332660827,0.032,0.12,4.57261078133826e-18
"NR2C1",1.74802126960086e-22,-0.380259185044236,0.076,0.202,4.65445623456622e-18
"CECR2",1.84838596749942e-22,-0.213841413839498,0.024,0.101,4.9216973156607e-18
"C7",2.17535316889314e-22,-0.892019220588273,0.144,0.303,5.79231288281176e-18
"C1S",2.7022572357206e-22,-0.712944375337765,0.078,0.202,7.19530034155325e-18
"UBR2",2.80423219963386e-22,-0.440837879188368,0.086,0.219,7.46682907796509e-18
"SAFB2",2.91490900909232e-22,-0.359597356764346,0.088,0.224,7.76152821851013e-18
"DLG1",3.16369602529332e-22,-0.358749685317658,0.082,0.215,8.42397340654853e-18
"COX6B1",3.44552636740884e-22,1.09794019620623,0.347,0.17,9.17440305849951e-18
"MIPOL1",3.8053975647848e-22,-0.452542727766178,0.044,0.144,1.01326320957525e-17
"C3",3.90240972348442e-22,-0.56312964079551,0.025,0.103,1.0390946370722e-17
"CHCHD10",3.94754899854642e-22,1.07974752570665,0.409,0.238,1.05111387184296e-17
"NCKAP5L",4.30072931887487e-22,-0.425387716185639,0.036,0.126,1.14515519573681e-17
"ZNF397",4.32978188045131e-22,-0.345833108025587,0.107,0.259,1.15289102130777e-17
"LAMA2",5.10846888242732e-22,-0.458726940797333,0.192,0.383,1.36023200932392e-17
"PKDCC",5.42632363273519e-22,-0.533224193653611,0.042,0.137,1.4448671936884e-17
"DDX3Y",5.49839233996393e-22,-0.483089940093752,0.041,0.136,1.4640569283622e-17
"RPL28",5.74437152088168e-22,0.915689354853777,0.432,0.251,1.52955380486516e-17
"INPP5B",6.46968609784492e-22,-0.307878783438266,0.049,0.153,1.72268331727317e-17
"EHBP1L1",6.52970326443201e-22,-0.435053565689332,0.044,0.142,1.73866408822031e-17
"MRI1",7.56359905438726e-22,-0.306189217525478,0.024,0.101,2.0139595202117e-17
"SLC7A2",7.64428241055279e-22,-0.347028028838782,0.032,0.118,2.03544307745789e-17
"IGF2BP2",8.92509889011228e-22,-0.328042419849387,0.026,0.104,2.3764860814702e-17
"COX6C",9.07936842887845e-22,0.994232859733931,0.363,0.18,2.41756343155746e-17
"ABCA10",9.27406997308073e-22,-1.02827550084852,0.064,0.174,2.46940661173221e-17
"SNX14",9.50259210572966e-22,-0.472745126771497,0.04,0.132,2.53025519999264e-17
"MIRLET7BHG",9.69018453293572e-22,-0.4916218190863,0.029,0.11,2.58020543558479e-17
"RPS6",1.01474217548504e-21,0.955136374735502,0.368,0.18,2.70195399066401e-17
"TAZ",1.04801710458701e-21,-0.328740512532627,0.057,0.167,2.79055514438384e-17
"NEMF",1.40564790192359e-21,-0.384311033485348,0.1,0.24,3.74281866845195e-17
"RPS4X",1.60907115209935e-21,1.03305723695462,0.367,0.186,4.28447375669493e-17
"PKD1",1.92455845975065e-21,-0.560790572064512,0.075,0.196,5.12452181077805e-17
"MAST2",1.92828845646418e-21,-0.305553186292949,0.048,0.15,5.13445367302718e-17
"DDX5",2.00888904796726e-21,-0.687773423993415,0.495,0.708,5.34906886802241e-17
"TPT1-AS1",2.59764613302989e-21,-0.428785011180758,0.114,0.263,6.91675235841868e-17
