"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PLAAT4",7.84654605313693e-06,0.124141680130203,0.632,0.619,0.208929981756877
"TOMM22",7.85710247877022e-06,0.105018746918325,0.27,0.249,0.209211067702215
"EOMES",7.97407500130636e-06,0.152522533756909,0.181,0.165,0.212325695059785
"GLIPR1",8.02704960427338e-06,-0.150657482223334,0.531,0.553,0.213736249812987
"KDM2A",8.56241073692335e-06,-0.170884918409988,0.278,0.3,0.227991310692058
"DHRS7",9.47881945123385e-06,0.101314344396777,0.522,0.503,0.252392525528004
"ANXA2R",9.90615991851782e-06,0.141151823172927,0.226,0.211,0.263771320150374
"ELK4",9.92891849184946e-06,-0.124362237078727,0.169,0.191,0.264377312682476
"ADAR",1.00942155418467e-05,-0.130025699974029,0.372,0.402,0.268778677232752
"ADAM10",1.01855600836151e-05,-0.125652103639474,0.329,0.356,0.271210908346418
"BLOC1S4",1.03698265411202e-05,0.116300686361748,0.169,0.153,0.276117371310406
"MFSD14C",1.11086203304091e-05,-0.153883002568502,0.116,0.135,0.295789233537803
"MAN1A1",1.12604763710063e-05,-0.107833855293257,0.168,0.189,0.299832704330784
"SRM",1.12985903378174e-05,0.101190734465403,0.214,0.193,0.300847564925063
"DNAJB14",1.14828720881722e-05,-0.129441437651008,0.301,0.328,0.305754435091762
"TNRC6C",1.1604655314253e-05,-0.100961761671394,0.099,0.118,0.308997157052615
"TENT5C",1.16308640478415e-05,-0.215505705254701,0.255,0.277,0.309695017001876
"SF3B4",1.19611043859139e-05,0.110269012434975,0.196,0.178,0.318488326483729
"NUP98",1.25915396240194e-05,-0.123139130469075,0.201,0.221,0.335274925568766
"RAD50",1.32571360432827e-05,-0.154679516067271,0.21,0.233,0.352997761424489
"FOXP1",1.3967457465224e-05,-0.216173651350019,0.388,0.411,0.371911489926521
"ZFYVE16",1.65099881399586e-05,-0.116887988078428,0.175,0.15,0.439611454202678
"TRIP11",1.76293781341732e-05,-0.176840718630851,0.224,0.245,0.469417451578629
"PUS7L",1.87477567304077e-05,-0.154029199146785,0.121,0.139,0.499196518460566
"IFNGR1",2.06750870142828e-05,-0.131629771361298,0.377,0.398,0.550515541929309
"CFDP1",2.06859373873503e-05,-0.167076837108327,0.218,0.239,0.550804454812976
"TLK2",2.13489294110019e-05,-0.138954440304809,0.119,0.135,0.568457943426747
"KIAA0319L",2.89566366353311e-05,-0.128256917541457,0.101,0.117,0.77102836368896
"ARID4B",2.93400579534939e-05,-0.126990558108127,0.477,0.505,0.781237723127681
"ESF1",2.93710832532932e-05,-0.150785867064819,0.144,0.162,0.782063833785437
"SLCO3A1",3.00598226562744e-05,-0.143298160544096,0.15,0.169,0.800402897868617
"NDUFS3",3.37417747000829e-05,0.100438967975888,0.223,0.205,0.898442234939108
"EHMT1",3.58894198952421e-05,-0.115681359075446,0.176,0.197,0.955627583550612
"PSENEN",3.84011986150816e-05,0.104198143310976,0.262,0.242,1
"AOAH",3.87772544863784e-05,-0.163935842912095,0.316,0.33,1
"WDR1",3.99777642318883e-05,0.119220560659267,0.485,0.471,1
"ECPAS",4.21066533540322e-05,-0.126154116873888,0.111,0.127,1
"INO80D",4.51278638520573e-05,-0.150452814961627,0.15,0.168,1
"AGO3",4.53362355745759e-05,-0.178719193692263,0.155,0.173,1
"GRIPAP1",4.53740623691351e-05,-0.102022704177917,0.144,0.163,1
"ARHGAP12",4.88527179469404e-05,-0.123150820880023,0.093,0.109,1
"ERGIC1",4.90741962941896e-05,-0.112688126824331,0.148,0.166,1
