"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LUC7L3",1.09348890635271e-15,-0.968532931745205,0.405,0.75,2.91163291094535e-11
"TNS2",1.51393271626677e-15,-1.32617889108886,0.125,0.431,4.03114864360353e-11
"CRYAB",2.4013372909324e-15,1.73969767650888,0.405,0.153,6.39404080456569e-11
"RYR2",8.42846387376768e-15,1.77737354740261,0.249,0.042,2.24424707566812e-10
"MYL4",2.34196690641854e-14,1.8534929427107,0.276,0.061,6.23595528172065e-10
"GJC1",6.37524559655947e-14,-1.35810747302005,0.113,0.386,1.69753664499589e-09
"LGI4",9.25901265166748e-14,-1.61895328222583,0.07,0.317,2.4653972987595e-09
"MYH7",2.51787114814442e-13,1.75563902209335,0.288,0.078,6.70433550616415e-09
"PTGDS",4.27025323275636e-13,1.8033218162893,0.249,0.056,1.13704032828603e-08
"CMYA5",4.93857807067152e-13,1.8913119732187,0.292,0.081,1.3149951828777e-08
"COX7A1",8.53724505966794e-13,1.75734951088859,0.374,0.156,2.27321224203778e-08
"NPIPB5",9.13277942562925e-13,-1.28322964766858,0.031,0.25,2.4317851776623e-08
"RPS28",1.08224180499552e-12,1.30503262890396,0.444,0.211,2.88168525416156e-08
"NEBL",1.32555041267357e-12,1.86475073802766,0.226,0.044,3.52954308382591e-08
"CARMN",1.70236486940337e-12,-0.673811526569628,0.654,0.881,4.53288693776036e-08
"PLN",5.11949071922874e-12,1.68595405144454,0.265,0.072,1.36316679380904e-07
"PDGFRB",9.06082388477344e-12,-0.860147653753324,0.463,0.756,2.41262557579862e-07
"RPL13",1.04790540285116e-11,1.09274075788122,0.553,0.339,2.7902577161718e-07
"STEAP4",1.32313695435782e-11,-1.01760550832179,0.358,0.625,3.52311676836858e-07
"MT-CYB",2.45871521998992e-11,0.447990482524799,0.977,0.911,6.54682101626716e-07
"RPS12",3.47866557337273e-11,1.29249413471551,0.416,0.2,9.26264282221957e-07
"RIPOR3",3.53295596280411e-11,-1.24838767525607,0.058,0.269,9.40720184215851e-07
